,ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
298319,035a2d81b763e6fb,activemil,/m/09b5t,1,0.009763,0.910739,0.0525,0.94625,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
308353,038133826ea60145,xclick,/m/09b5t,1,0.214375,0.75125,0.050833,0.999167,0,1,0,1,0,0.545,0.75125,0.440625,0.214375,0.050833,0.255833,0.999167,0.196667
312622,0391466356f45105,xclick,/m/09b5t,1,0.035625,0.999375,0.001408,0.990141,0,0,0,0,0,0.1875,0.430625,0.999375,0.035625,0.001408,0.990141,0.478169,0.154225
314091,0396cf22eb62ae97,activemil,/m/09b5t,1,0.016875,0.598125,0.026365,0.96516,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
314092,0396cf22eb62ae97,xclick,/m/09b5t,1,0.545625,0.7775,0.597928,0.985876,1,0,0,0,0,0.58125,0.545625,0.7775,0.5775,0.597928,0.733522,0.677024,0.985876
318492,03a880a0485da932,xclick,/m/09b5t,1,0.385833,0.661667,0.17375,0.7875,1,0,0,0,0,0.544167,0.425833,0.385833,0.661667,0.17375,0.7875,0.563125,0.6275
321150,03b2fc4b500e9295,xclick,/m/09b5t,1,0.0,0.45625,0.218456,0.907721,0,0,0,0,0,0.45625,0.0,0.45,0.27875,0.218456,0.847458,0.617702,0.907721
321151,03b2fc4b500e9295,xclick,/m/09b5t,1,0.00125,0.4625,0.210923,0.932203,1,0,0,0,0,0.4625,0.00125,0.43875,0.24875,0.210923,0.841808,0.612053,0.932203
321152,03b2fc4b500e9295,xclick,/m/09b5t,1,0.57,0.9875,0.276836,0.962335,1,0,0,0,0,0.7075,0.57,0.9025,0.9875,0.276836,0.418079,0.962335,0.600753
323524,03ba1e7670bbe5af,xclick,/m/09b5t,1,0.0,0.4875,0.124167,0.999167,0,1,0,1,0,0.334375,0.0,0.13,0.4875,0.124167,0.7275,0.999167,0.999167
328210,03cbc6f1feb26af3,xclick,/m/09b5t,1,0.176875,0.838125,0.004167,0.695,1,1,0,0,0,0.719375,0.176875,0.559375,0.838125,0.004167,0.350833,0.695,0.094167
328211,03cbc6f1feb26af3,xclick,/m/09b5t,1,0.2825,0.999375,0.2675,0.999167,0,0,0,0,0,0.378125,0.5425,0.999375,0.2825,0.474167,0.999167,0.2675,0.8175
329693,03d17cd3f90ea9b9,xclick,/m/09b5t,1,0.2325,0.65125,0.297373,0.712008,1,0,0,0,0,0.418125,0.445,0.2325,0.65125,0.297373,0.712008,0.453096,0.536585
337997,03ef842d1a16492f,xclick,/m/09b5t,1,0.0,0.174252,0.116906,0.384892,0,1,0,0,0,0.10078,0.0,0.076723,0.174252,0.116906,0.345324,0.384892,0.34982
337998,03ef842d1a16492f,xclick,/m/09b5t,1,0.0,0.930429,0.065647,0.999101,1,1,1,0,0,0.527308,0.148895,0.0,0.930429,0.065647,0.255396,0.81205,0.999101
343294,04043fb2b2d628a2,xclick,/m/09b5t,1,0.22625,0.999375,0.0,0.978424,1,1,1,0,0,0.771875,0.22625,0.22625,0.999375,0.0,0.978424,0.978424,0.619137
343295,04043fb2b2d628a2,xclick,/m/09b5t,1,0.245625,0.4775,0.426829,0.952158,0,0,0,0,0,0.408125,0.36,0.4775,0.245625,0.426829,0.952158,0.538462,0.772045
346787,040e833b0d2fff7d,activemil,/m/09b5t,1,0.241316,0.345521,0.514736,0.592872,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
346788,040e833b0d2fff7d,xclick,/m/09b5t,1,0.0,0.306216,0.602467,0.969157,1,0,1,0,0,0.015539,0.0,0.306216,0.079525,0.602467,0.745031,0.758739,0.969157
346789,040e833b0d2fff7d,xclick,/m/09b5t,1,0.054845,0.952468,0.347498,0.671008,1,0,1,0,0,0.239488,0.054845,0.952468,0.819927,0.347498,0.493489,0.590816,0.671008
346790,040e833b0d2fff7d,xclick,/m/09b5t,1,0.204753,0.328154,0.664154,0.732694,1,0,0,0,0,0.28245,0.270567,0.204753,0.328154,0.664154,0.732694,0.698424,0.669637
347619,041262e47e1e5032,xclick,/m/09b5t,1,0.345625,0.710625,0.654784,0.999062,1,1,0,0,0,0.345625,0.390625,0.710625,0.445625,0.726079,0.654784,0.968105,0.999062
347620,041262e47e1e5032,xclick,/m/09b5t,1,0.576875,0.80875,0.29925,0.710131,1,0,0,0,0,0.64,0.669375,0.576875,0.80875,0.29925,0.710131,0.536585,0.590994
347621,041262e47e1e5032,xclick,/m/09b5t,1,0.57875,0.83875,0.591932,0.999062,1,0,0,0,0,0.83875,0.57875,0.835,0.7375,0.591932,0.80863,0.772045,0.999062
352349,04241296b8082e9d,xclick,/m/09b5t,1,0.110937,0.419531,0.317708,0.892708,0,0,0,0,0,0.382812,0.328125,0.110937,0.419531,0.317708,0.892708,0.532292,0.590625
352350,04241296b8082e9d,xclick,/m/09b5t,1,0.330469,0.508594,0.534375,0.859375,1,0,0,0,0,0.489063,0.330469,0.430469,0.508594,0.534375,0.836458,0.859375,0.716667
354822,042bdda8fbc875ed,xclick,/m/09b5t,1,0.48625,0.80875,0.106103,0.969014,1,0,0,0,0,0.543125,0.48625,0.626875,0.80875,0.106103,0.257277,0.969014,0.539906
354840,042bfb27cadbb718,xclick,/m/09b5t,1,0.328431,0.629085,0.29902,0.74183,1,0,0,0,0,0.576797,0.563725,0.328431,0.629085,0.29902,0.74183,0.534314,0.501634
367077,045a5253237ceda4,xclick,/m/09b5t,1,0.430625,0.821875,0.028333,0.690833,0,0,0,0,0,0.735625,0.6775,0.821875,0.430625,0.028333,0.690833,0.111667,0.3375
368528,045fbad43714951a,xclick,/m/09b5t,1,0.05625,0.34375,0.386216,0.843953,1,0,0,0,0,0.2125,0.34375,0.198125,0.05625,0.386216,0.404421,0.843953,0.677503
368529,045fbad43714951a,xclick,/m/09b5t,1,0.315,0.446875,0.308192,0.830949,1,0,0,0,0,0.37,0.315,0.446875,0.3225,0.308192,0.392718,0.390117,0.830949
368530,045fbad43714951a,xclick,/m/09b5t,1,0.4325,0.553125,0.321196,0.782835,1,0,0,0,0,0.47625,0.4325,0.553125,0.453125,0.321196,0.425228,0.451235,0.782835
368531,045fbad43714951a,xclick,/m/09b5t,1,0.501875,0.715625,0.364109,0.942783,1,0,0,0,0,0.62125,0.501875,0.715625,0.52,0.364109,0.918075,0.73212,0.942783
368532,045fbad43714951a,xclick,/m/09b5t,1,0.5275,0.725,0.072822,0.430429,1,0,0,0,0,0.69375,0.5275,0.725,0.698125,0.072822,0.326398,0.158648,0.430429
368533,045fbad43714951a,xclick,/m/09b5t,1,0.74125,0.93375,0.184655,0.69961,1,0,0,0,0,0.83375,0.74125,0.93375,0.756875,0.184655,0.358908,0.443433,0.69961
368965,04612218590af532,activemil,/m/09b5t,1,0.223633,0.948242,0.079427,1.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
370677,0468a9b9187d8190,xclick,/m/09b5t,1,0.39375,0.998438,0.078125,0.998438,0,1,0,0,0,0.642188,0.39375,0.525,0.998438,0.078125,0.834375,0.998438,0.8625
376713,047db699f946b023,xclick,/m/09b5t,1,0.04125,0.960625,0.18985,0.834586,1,0,0,0,0,0.435,0.31625,0.04125,0.960625,0.18985,0.834586,0.567669,0.37218
385091,049a8967493e4c84,xclick,/m/09b5t,1,0.164062,0.439453,0.454427,0.904948,0,0,0,0,0,0.393555,0.316406,0.439453,0.164062,0.454427,0.904948,0.514323,0.554688
387852,04a3f8159913b441,xclick,/m/09b5t,1,0.110625,0.535625,0.159925,0.999059,0,1,0,0,0,0.464375,0.535625,0.34875,0.110625,0.159925,0.332079,0.999059,0.94826
395103,04c24b1df5584e71,xclick,/m/09b5t,1,0.047386,0.321895,0.272876,0.563725,0,1,0,1,0,0.071895,0.05719,0.321895,0.047386,0.272876,0.563725,0.514706,0.437908
395104,04c24b1df5584e71,xclick,/m/09b5t,1,0.398693,0.913399,0.163399,0.923203,0,1,0,1,0,0.900327,0.398693,0.913399,0.777778,0.163399,0.55719,0.583333,0.923203
395907,04c6a4c087b488cf,xclick,/m/09b5t,1,0.086927,0.943874,0.299808,0.826628,1,0,0,0,0,0.628337,0.643395,0.086927,0.943874,0.299808,0.826628,0.784483,0.661877
403296,04e39c1f27a8382a,xclick,/m/09b5t,1,0.18324,0.636023,0.058161,0.767355,1,0,0,0,0,0.577861,0.18324,0.636023,0.36773,0.058161,0.285178,0.169794,0.767355
403297,04e39c1f27a8382a,xclick,/m/09b5t,1,0.218887,0.369606,0.644465,0.923077,1,0,0,0,0,0.32833,0.297686,0.218887,0.369606,0.644465,0.923077,0.813321,0.747655
405908,04eb5b0f3a96d07e,xclick,/m/09b5t,1,0.18625,0.271875,0.533333,0.7875,0,0,0,0,0,0.2575,0.22125,0.18625,0.271875,0.533333,0.7875,0.6425,0.676667
406568,04ee6dd521b4607e,xclick,/m/09b5t,1,0.116667,0.344167,0.12,0.3625,1,0,0,0,0,0.178333,0.116667,0.344167,0.239167,0.12,0.239375,0.243125,0.3625
406569,04ee6dd521b4607e,xclick,/m/09b5t,1,0.156667,0.7325,0.17375,0.9525,1,0,0,0,0,0.645833,0.7325,0.415,0.156667,0.17375,0.246875,0.9525,0.474375
406570,04ee6dd521b4607e,xclick,/m/09b5t,1,0.545,0.608333,0.145625,0.2175,1,0,0,0,0,0.5625,0.554167,0.608333,0.545,0.145625,0.2125,0.19375,0.2175
406571,04ee6dd521b4607e,xclick,/m/09b5t,1,0.656667,0.840833,0.15625,0.2825,1,0,0,0,0,0.6675,0.656667,0.840833,0.704167,0.15625,0.183125,0.205625,0.2825
406572,04ee6dd521b4607e,xclick,/m/09b5t,1,0.704167,0.943333,0.191875,0.336875,1,0,0,0,0,0.9225,0.704167,0.943333,0.838333,0.191875,0.304375,0.201875,0.336875
410547,04fdd545d4e03cb4,xclick,/m/09b5t,1,0.35625,0.790625,0.16,0.878333,0,0,0,0,0,0.46,0.35625,0.4925,0.790625,0.16,0.276667,0.878333,0.470833
422896,052fd0dcf6743b11,xclick,/m/09b5t,1,0.014844,0.332031,0.087617,0.803738,1,0,0,0,0,0.0875,0.014844,0.149219,0.332031,0.087617,0.450935,0.803738,0.321262
422897,052fd0dcf6743b11,xclick,/m/09b5t,1,0.365625,0.682031,0.286215,0.740654,1,0,0,0,0,0.642188,0.682031,0.365625,0.474219,0.286215,0.365654,0.436916,0.740654
422898,052fd0dcf6743b11,xclick,/m/09b5t,1,0.528125,0.971875,0.232477,0.790888,1,0,0,0,0,0.563281,0.528125,0.971875,0.719531,0.232477,0.351636,0.365654,0.790888
423020,0530541c51831bbe,xclick,/m/09b5t,1,0.042222,0.087778,0.811037,0.846154,1,0,0,0,0,0.063333,0.074444,0.042222,0.087778,0.811037,0.846154,0.824415,0.824415
423021,0530541c51831bbe,xclick,/m/09b5t,1,0.063333,0.111111,0.762542,0.819398,1,0,0,0,0,0.078889,0.063333,0.111111,0.068889,0.762542,0.795987,0.789298,0.819398
423022,0530541c51831bbe,xclick,/m/09b5t,1,0.113333,0.347778,0.740803,0.864549,1,1,1,0,0,0.168889,0.113333,0.347778,0.324444,0.740803,0.795987,0.824415,0.864549
423023,0530541c51831bbe,xclick,/m/09b5t,1,0.225556,0.303333,0.688963,0.740803,1,0,1,0,0,0.241111,0.225556,0.303333,0.282222,0.688963,0.714047,0.700669,0.740803
423024,0530541c51831bbe,xclick,/m/09b5t,1,0.375556,0.511111,0.750836,0.852843,1,0,1,0,0,0.418889,0.375556,0.511111,0.46,0.750836,0.799331,0.772575,0.852843
423025,0530541c51831bbe,xclick,/m/09b5t,1,0.504444,0.55,0.76087,0.83612,1,0,0,0,0,0.528889,0.508889,0.55,0.504444,0.76087,0.801003,0.785953,0.83612
423026,0530541c51831bbe,xclick,/m/09b5t,1,0.547778,0.573333,0.774247,0.837793,1,0,0,0,0,0.548889,0.547778,0.573333,0.555556,0.774247,0.822742,0.794314,0.837793
423027,0530541c51831bbe,xclick,/m/09b5t,1,0.571111,0.654444,0.799331,0.856187,1,0,0,0,0,0.614444,0.571111,0.654444,0.605556,0.799331,0.822742,0.826087,0.856187
423028,0530541c51831bbe,xclick,/m/09b5t,1,0.607778,0.663333,0.769231,0.819398,1,0,0,0,0,0.627778,0.607778,0.663333,0.635556,0.769231,0.774247,0.807692,0.819398
423029,0530541c51831bbe,xclick,/m/09b5t,1,0.643333,0.703333,0.757525,0.817726,1,0,0,0,0,0.675556,0.643333,0.703333,0.671111,0.757525,0.779264,0.759197,0.817726
423030,0530541c51831bbe,xclick,/m/09b5t,1,0.697778,0.812222,0.752508,0.802676,1,0,1,0,0,0.748889,0.697778,0.812222,0.76,0.752508,0.784281,0.779264,0.802676
424242,053490f10d683acd,xclick,/m/09b5t,1,0.0,0.585625,0.0,0.86773,1,1,0,0,0,0.429375,0.0,0.223125,0.585625,0.0,0.580675,0.86773,0.298311
425929,053a7d52ba1e48a3,xclick,/m/09b5t,1,0.109375,0.928385,0.141361,0.877836,1,0,0,0,0,0.442708,0.109375,0.330729,0.928385,0.141361,0.642234,0.877836,0.717277
425930,053a7d52ba1e48a3,xclick,/m/09b5t,1,0.492188,0.768229,0.34904,0.834206,0,0,0,0,0,0.670573,0.56901,0.492188,0.768229,0.34904,0.834206,0.830716,0.568935
426026,053ad191d5c19593,xclick,/m/09b5t,1,0.055,0.539375,0.15334,0.698965,0,0,0,0,0,0.13125,0.055,0.333125,0.539375,0.15334,0.302916,0.698965,0.52587
426689,053d3dd9802a1b75,xclick,/m/09b5t,1,0.106383,0.854423,0.1376,0.9408,0,0,0,0,0,0.452408,0.487122,0.106383,0.854423,0.1376,0.9408,0.5224,0.4984
428104,05432c65fd585fe5,xclick,/m/09b5t,1,0.04375,0.999375,0.09375,0.99,1,1,0,0,0,0.21875,0.04375,0.6775,0.999375,0.09375,0.505,0.99,0.695625
431283,054f493c00adb46c,activemil,/m/09b5t,1,0.259375,0.836875,0.02432,0.979256,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
433111,05575acbeb1c0276,xclick,/m/09b5t,1,0.376875,0.62125,0.210833,0.588333,0,0,0,0,0,0.570625,0.55375,0.376875,0.62125,0.210833,0.588333,0.559167,0.3025
439103,05702075af625bc9,activemil,/m/09b5t,1,0.459337,0.643825,0.256983,0.801676,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
443055,057ec45bce2dc44d,xclick,/m/09b5t,1,0.203022,0.629839,0.1025,0.583125,0,0,0,0,0,0.249292,0.491029,0.203022,0.629839,0.1025,0.583125,0.321875,0.261875
444803,058635d2f18298bb,xclick,/m/09b5t,1,0.266875,0.7475,0.193333,0.706667,0,0,0,0,0,0.6175,0.7475,0.266875,0.45375,0.193333,0.3425,0.525833,0.706667
449227,0594f3fa2d965fe2,xclick,/m/09b5t,1,0.02625,0.25,0.215833,0.708333,0,0,0,0,0,0.12875,0.1275,0.02625,0.25,0.215833,0.708333,0.295833,0.390833
449228,0594f3fa2d965fe2,xclick,/m/09b5t,1,0.1975,0.99875,0.0,0.999167,1,1,0,0,0,0.6175,0.1975,0.760625,0.99875,0.0,0.789167,0.999167,0.9325
454088,05a737c8a94f2fde,xclick,/m/09b5t,1,0.306959,0.836034,0.260625,0.756875,0,0,0,0,0,0.382269,0.306959,0.477598,0.836034,0.260625,0.30625,0.756875,0.454375
462988,05ca6293ebc3041e,xclick,/m/09b5t,1,0.0,0.3475,0.108495,0.88434,0,0,0,0,0,0.278125,0.25875,0.0,0.3475,0.108495,0.88434,0.551689,0.220061
462989,05ca6293ebc3041e,xclick,/m/09b5t,1,0.54,0.865625,0.382805,0.86694,0,0,0,0,0,0.553125,0.54,0.67,0.865625,0.382805,0.535312,0.86694,0.531218
467086,05db154196ffd966,xclick,/m/09b5t,1,0.21875,0.51875,0.179167,0.860833,1,0,0,0,0,0.29625,0.36125,0.21875,0.51875,0.179167,0.860833,0.570833,0.6075
467087,05db154196ffd966,xclick,/m/09b5t,1,0.47375,0.9375,0.151667,0.844167,1,0,0,0,0,0.5225,0.47375,0.9375,0.494375,0.151667,0.194167,0.471667,0.844167
472190,05f185cdb8f4f103,xclick,/m/09b5t,1,0.203125,0.998438,0.13125,0.998438,0,1,0,0,0,0.3625,0.203125,0.54375,0.998438,0.13125,0.360938,0.998438,0.878125
473501,05f7aed9436b6770,xclick,/m/09b5t,1,0.455,0.615,0.786543,0.99768,1,1,0,0,0,0.485,0.5,0.455,0.615,0.786543,0.99768,0.974478,0.988399
474054,05fa54144b064418,xclick,/m/09b5t,1,0.05125,0.76875,0.168856,0.999062,1,1,0,0,0,0.22125,0.05125,0.30875,0.76875,0.168856,0.979362,0.999062,0.758912
477473,06076d309fb62538,xclick,/m/09b5t,1,0.0,0.998333,0.0,0.983471,0,1,0,0,0,0.415,0.0,0.998333,0.315,0.0,0.157025,0.246281,0.983471
484803,0625c6435e810f26,xclick,/m/09b5t,1,0.330078,0.942383,0.0,0.657552,1,1,0,0,0,0.612305,0.541016,0.330078,0.942383,0.0,0.657552,0.300781,0.020833
484804,0625c6435e810f26,xclick,/m/09b5t,1,0.542969,0.999023,0.033854,0.807292,1,1,0,0,0,0.999023,0.542969,0.999023,0.578125,0.033854,0.6875,0.630208,0.807292
491324,063f49dcd7459bc7,xclick,/m/09b5t,1,0.376875,0.5625,0.377589,0.670433,0,0,0,0,0,0.53,0.5625,0.449375,0.376875,0.377589,0.410546,0.670433,0.53484
497472,0658a7ede1d4b95f,xclick,/m/09b5t,1,0.064375,0.705625,0.040376,0.986854,0,0,0,0,0,0.113125,0.064375,0.445,0.705625,0.040376,0.293897,0.986854,0.262911
500554,066594e2c0bf0696,xclick,/m/09b5t,1,0.39625,0.743125,0.020022,0.761958,1,0,0,0,0,0.668125,0.743125,0.4875,0.39625,0.020022,0.430478,0.761958,0.65406
500816,066644817b63288c,xclick,/m/09b5t,1,0.089674,0.94837,0.052778,0.938889,1,0,0,0,0,0.766304,0.94837,0.30163,0.089674,0.052778,0.269444,0.938889,0.908333
503214,066e67b2299df9ce,xclick,/m/09b5t,1,0.1975,0.465625,0.4275,0.8,1,0,0,0,0,0.243125,0.33,0.465625,0.1975,0.4275,0.8,0.496667,0.54
503215,066e67b2299df9ce,xclick,/m/09b5t,1,0.37,0.581875,0.210833,0.556667,1,0,0,0,0,0.55375,0.37,0.581875,0.4425,0.210833,0.4325,0.245,0.556667
503216,066e67b2299df9ce,xclick,/m/09b5t,1,0.48,0.698125,0.434167,0.816667,1,0,0,0,0,0.538125,0.48,0.698125,0.585625,0.434167,0.646667,0.535833,0.816667
503217,066e67b2299df9ce,xclick,/m/09b5t,1,0.688125,0.90375,0.324167,0.666667,1,0,0,0,0,0.888125,0.688125,0.90375,0.775625,0.324167,0.419167,0.365833,0.666667
510453,068a34748343d060,xclick,/m/09b5t,1,0.29085,0.658497,0.235294,0.869281,0,0,0,1,0,0.470588,0.589869,0.658497,0.29085,0.235294,0.869281,0.601307,0.436275
511674,068f74998d9514e4,xclick,/m/09b5t,1,0.028125,0.378125,0.067853,0.846496,1,0,0,0,0,0.289375,0.378125,0.175,0.028125,0.067853,0.629588,0.846496,0.67297
511675,068f74998d9514e4,xclick,/m/09b5t,1,0.3675,0.67375,0.150167,0.899889,1,0,0,0,0,0.565,0.3675,0.67375,0.48,0.150167,0.538376,0.617353,0.899889
511676,068f74998d9514e4,xclick,/m/09b5t,1,0.615,0.950625,0.156841,0.998888,1,0,0,0,0,0.68625,0.615,0.950625,0.763125,0.156841,0.408231,0.617353,0.998888
513437,0694119bcd344a7b,xclick,/m/09b5t,1,0.127358,0.323585,0.5525,0.834375,1,0,0,0,0,0.269811,0.127358,0.323585,0.168868,0.5525,0.658125,0.58125,0.834375
513438,0694119bcd344a7b,xclick,/m/09b5t,1,0.282075,0.628302,0.644375,0.88,1,0,0,0,0,0.333962,0.282075,0.628302,0.609434,0.644375,0.676875,0.834375,0.88
513439,0694119bcd344a7b,xclick,/m/09b5t,1,0.295283,0.390566,0.4925,0.643125,1,0,0,0,0,0.329245,0.295283,0.390566,0.375472,0.4925,0.583125,0.585,0.643125
513440,0694119bcd344a7b,xclick,/m/09b5t,1,0.377358,0.503774,0.46,0.663125,1,0,0,0,0,0.467925,0.377358,0.503774,0.400943,0.46,0.560625,0.574375,0.663125
513441,0694119bcd344a7b,xclick,/m/09b5t,1,0.470755,0.579245,0.471875,0.615625,1,0,0,0,0,0.548113,0.470755,0.579245,0.516981,0.471875,0.53875,0.541875,0.615625
513442,0694119bcd344a7b,xclick,/m/09b5t,1,0.561321,0.674528,0.518125,0.65125,1,0,0,0,0,0.656604,0.561321,0.674528,0.589623,0.518125,0.574375,0.57125,0.65125
514288,0696be2a83bd4f7c,xclick,/m/09b5t,1,0.265,0.91625,0.209205,0.8159,1,0,0,0,0,0.3675,0.265,0.4775,0.91625,0.209205,0.371548,0.8159,0.333891
515850,069d03d9b9690a2d,xclick,/m/09b5t,1,0.150391,0.644531,0.327965,0.998536,1,1,0,0,0,0.518555,0.150391,0.408203,0.644531,0.327965,0.648609,0.998536,0.500732
515851,069d03d9b9690a2d,xclick,/m/09b5t,1,0.667969,0.998047,0.34407,0.998536,0,1,0,0,0,0.824219,0.667969,0.99707,0.998047,0.34407,0.57101,0.998536,0.998536
516143,069e408427d86f8d,xclick,/m/09b5t,1,0.280833,0.8,0.09875,0.704375,1,0,0,1,0,0.358333,0.280833,0.573333,0.8,0.09875,0.243125,0.704375,0.488125
529931,06d2ecf504d1b985,xclick,/m/09b5t,1,0.146875,0.22125,0.438382,0.617121,1,0,0,0,0,0.16375,0.146875,0.22125,0.16625,0.438382,0.536218,0.480715,0.617121
529932,06d2ecf504d1b985,xclick,/m/09b5t,1,0.190625,0.323125,0.368768,0.648166,1,0,0,0,0,0.30125,0.2625,0.190625,0.323125,0.368768,0.648166,0.516463,0.545626
529933,06d2ecf504d1b985,xclick,/m/09b5t,1,0.32625,0.935,0.376294,0.89746,1,0,1,0,0,0.42125,0.32625,0.935,0.756875,0.376294,0.492004,0.73095,0.89746
537874,06f2d0816e71c5f9,xclick,/m/09b5t,1,0.256098,0.865854,0.35375,0.785625,1,0,0,1,0,0.350844,0.256098,0.536585,0.865854,0.35375,0.39625,0.785625,0.493125
539220,06f86abb06919143,xclick,/m/09b5t,1,0.035625,0.338125,0.59749,0.883682,0,0,0,0,0,0.035625,0.121875,0.1025,0.338125,0.675314,0.883682,0.59749,0.719665
539221,06f86abb06919143,xclick,/m/09b5t,1,0.155625,0.3175,0.1841,0.600837,0,0,0,0,0,0.200625,0.155625,0.3175,0.23125,0.1841,0.3841,0.380753,0.600837
539222,06f86abb06919143,xclick,/m/09b5t,1,0.335625,0.48375,0.309623,0.709623,0,0,0,0,0,0.370625,0.335625,0.48375,0.378125,0.309623,0.559833,0.459414,0.709623
539223,06f86abb06919143,xclick,/m/09b5t,1,0.461875,0.61875,0.302929,0.631799,1,0,0,0,0,0.5425,0.461875,0.61875,0.501875,0.302929,0.465272,0.423431,0.631799
539224,06f86abb06919143,xclick,/m/09b5t,1,0.53375,0.729375,0.413389,0.755649,0,0,0,0,0,0.6175,0.53375,0.729375,0.684375,0.413389,0.589121,0.542259,0.755649
539225,06f86abb06919143,xclick,/m/09b5t,1,0.674375,0.8475,0.32636,0.60251,1,0,0,0,0,0.8,0.753125,0.674375,0.8475,0.32636,0.60251,0.458577,0.507113
539226,06f86abb06919143,xclick,/m/09b5t,1,0.7125,0.80375,0.823431,0.999163,0,1,0,0,0,0.735625,0.7125,0.80375,0.72,0.823431,0.933054,0.999163,0.999163
540194,06fcef76ca89a16f,xclick,/m/09b5t,1,0.0,0.998438,0.048437,0.842188,0,0,0,0,0,0.840625,0.998438,0.620313,0.0,0.048437,0.346875,0.842188,0.589063
560914,0751e92f92b26394,xclick,/m/09b5t,1,0.106546,0.999304,0.113689,0.999227,0,1,0,0,0,0.522284,0.106546,0.383008,0.999304,0.113689,0.603248,0.999227,0.653519
562662,0757acf447d86c6e,xclick,/m/09b5t,1,0.0,0.795833,0.000625,0.884375,0,0,0,1,0,0.63,0.465,0.0,0.795833,0.000625,0.884375,0.374375,0.398125
562683,0758011149b813c5,xclick,/m/09b5t,1,0.0,0.034375,0.166979,0.230769,0,1,0,0,0,0.029375,0.0,0.005,0.034375,0.166979,0.199812,0.230769,0.173546
562684,0758011149b813c5,xclick,/m/09b5t,1,0.0,0.72125,0.076923,0.999062,1,1,1,0,0,0.411875,0.0,0.67875,0.72125,0.076923,0.813321,0.999062,0.363039
562685,0758011149b813c5,xclick,/m/09b5t,1,0.065,0.12875,0.075047,0.201689,0,0,0,0,0,0.11875,0.065,0.10625,0.12875,0.075047,0.150094,0.201689,0.13227
562686,0758011149b813c5,xclick,/m/09b5t,1,0.22125,0.26375,0.067542,0.165103,0,0,0,0,0,0.236875,0.22125,0.235625,0.26375,0.067542,0.086304,0.165103,0.091932
562687,0758011149b813c5,xclick,/m/09b5t,1,0.51625,0.63875,0.625704,0.824578,0,0,0,0,0,0.533125,0.51625,0.575625,0.63875,0.625704,0.67167,0.824578,0.747655
562688,0758011149b813c5,xclick,/m/09b5t,1,0.654375,0.72125,0.278612,0.457786,0,0,0,0,0,0.663125,0.654375,0.68125,0.72125,0.278612,0.298311,0.457786,0.357411
562689,0758011149b813c5,xclick,/m/09b5t,1,0.6925,0.785,0.703565,0.996248,0,1,0,0,0,0.73125,0.6925,0.719375,0.785,0.703565,0.906191,0.996248,0.890244
562690,0758011149b813c5,xclick,/m/09b5t,1,0.705625,0.760625,0.078799,0.182927,0,0,0,0,0,0.716875,0.705625,0.74375,0.760625,0.078799,0.128518,0.182927,0.111632
562691,0758011149b813c5,xclick,/m/09b5t,1,0.710625,0.78625,0.54409,0.742026,1,0,0,0,0,0.725,0.710625,0.749375,0.78625,0.54409,0.560038,0.742026,0.650094
562692,0758011149b813c5,xclick,/m/09b5t,1,0.746875,0.8275,0.318949,0.454034,0,0,0,0,0,0.819375,0.746875,0.746875,0.8275,0.318949,0.34803,0.454034,0.336773
562693,0758011149b813c5,xclick,/m/09b5t,1,0.79,0.999375,0.165103,0.999062,1,1,1,0,0,0.901875,0.79,0.94,0.999375,0.165103,0.501876,0.999062,0.282364
563686,075b4bac3156a7de,xclick,/m/09b5t,1,0.289375,0.56375,0.399625,0.737336,1,0,0,0,0,0.31125,0.289375,0.379375,0.56375,0.399625,0.441839,0.737336,0.60788
563708,075b7f49b8376b6a,xclick,/m/09b5t,1,0.037109,0.945312,0.02805,0.965427,1,0,0,0,0,0.791992,0.578125,0.037109,0.945312,0.02805,0.965427,0.40835,0.131768
567745,076c858fa6bdcba8,xclick,/m/09b5t,1,0.25375,0.874375,0.032222,0.88,0,0,0,0,0,0.323125,0.25375,0.619375,0.874375,0.032222,0.223333,0.88,0.376667
568700,07706922c5410388,xclick,/m/09b5t,1,0.515625,0.64125,0.745098,0.898226,1,0,0,0,0,0.60375,0.515625,0.64125,0.56125,0.745098,0.812325,0.796452,0.898226
568701,07706922c5410388,xclick,/m/09b5t,1,0.573125,0.695,0.563959,0.81606,1,0,0,0,0,0.60125,0.573125,0.625625,0.695,0.563959,0.601307,0.81606,0.754435
571958,077ddbcef97716b6,xclick,/m/09b5t,1,0.419375,0.65125,0.178739,0.88429,0,0,0,0,0,0.595,0.419375,0.65125,0.546875,0.178739,0.619003,0.518344,0.88429
